Rank,Title,Score,Format,Date,Viewers,Studio,Genres,Source,Rating,Recommendation,Details,Prequel,Sequel,Samurai,Demons,Sports,Harem,Cars,Drama,Adventure,Suspense,Josei,Game,Space,Mystery,Horror,Shounen,Super Power,Music,Vampire,Boys Love,Military,Action,Romance,Slice of Life,Fantasy,Gourmet,Parody,Martial Arts,Ecchi,Sci-Fi,Seinen,Mecha,Avant Garde,School,Supernatural,Historical,Girls Love,Shoujo,Kids,Psychological,Police,Comedy,Media,Episodes
57,Elfen Lied,7.53,TV (13 eps),Jul 2004 - Oct 2004,"1,301,518",Arms,"['Action', 'Drama', 'Horror', 'Romance', 'Supernatural', 'Psychological', 'Seinen']",Manga,R+ - Mild Nudity,Higurashi no Naku Koro ni,"['Adaptation:', 'Side story:']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,TV,13
58,Shingeki no Kyojin: The Final Season,8.92,TV (16 eps),Dec 2020 - Mar 2021,"1,296,801",MAPPA,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Military', 'Super Power', 'Shounen']",Manga,R - 17+ (violence & profanity),Youjo Senki,"['Adaptation:', 'Prequel:', 'Sequel:']",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,16
59,Fullmetal Alchemist,8.13,TV (51 eps),Oct 2003 - Oct 2004,"1,276,751",Bones,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Military', 'Shounen']",Manga,PG-13 - Teens 13 or older,D.Gray-man,"['Adaptation:', 'Sequel:', 'Summary:', 'Side story:', 'Alternative version:']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,51
60,Boku no Hero Academia 4th Season,8.0,TV (25 eps),Oct 2019 - Apr 2020,"1,270,691",Bones,"['Action', 'Comedy', 'School', 'Super Power', 'Shounen']",Manga,PG-13 - Teens 13 or older,One Piece,"['Adaptation:', 'Prequel:', 'Side story:', 'Sequel:']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,25
61,Charlotte,7.75,TV (13 eps),Jul 2015 - Sep 2015,"1,271,124",P.A. Works,"['Drama', 'School', 'Super Power']",Original,PG-13 - Teens 13 or older,Angel Beats!,"['Adaptation:', 'Side story:']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TV,13
62,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.31,TV (13 eps),Oct 2018 - Dec 2018,"1,257,968",CloverWorks,"['Comedy', 'Drama', 'Romance', 'Supernatural', 'School']",Light novel,PG-13 - Teens 13 or older,Bakemonogatari,"['Adaptation:', 'Sequel:', 'Side story:']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,TV,13
63,Dr. Stone,8.31,TV (24 eps),Jul 2019 - Dec 2019,"1,257,307",TMS Entertainment,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']",Manga,PG-13 - Teens 13 or older,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,"['Adaptation:', 'Sequel:', 'Character:', 'Summary:']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,TV,24
64,Darling in the FranXX,7.27,TV (24 eps),Jan 2018 - Jul 2018,"1,257,703",CloverWorks,"['Action', 'Drama', 'Romance', 'Sci-Fi', 'Mecha']",Original,PG-13 - Teens 13 or older,Neon Genesis Evangelion,['Adaptation:'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,TV,24
65,Highschool of the Dead,7.1,TV (12 eps),Jul 2010 - Sep 2010,"1,254,150",Madhouse,"['Action', 'Horror', 'Supernatural', 'Ecchi', 'Shounen']",Manga,R+ - Mild Nudity,High School DxD,"['Adaptation:', 'Side story:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,12
66,Fate/Zero,8.31,TV (13 eps),Oct 2011 - Dec 2011,"1,249,362",ufotable,"['Action', 'Fantasy', 'Supernatural']",Light novel,R - 17+ (violence & profanity),Mirai Nikki (TV),"['Adaptation:', 'Sequel:', 'Summary:', 'Side story:', 'Other:', 'Character:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,13
67,Hataraku Maou-sama!,7.8,TV (13 eps),Apr 2013 - Jun 2013,"1,242,216",White Fox,"['Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Demons']",Light novel,PG-13 - Teens 13 or older,Noragami,"['Adaptation:', 'Sequel:']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,13
68,One Punch Man 2nd Season,7.43,TV (12 eps),Apr 2019 - Jul 2019,"1,240,635",J.C.Staff,"['Action', 'Comedy', 'Sci-Fi', 'Supernatural', 'Parody', 'Super Power']",Web manga,R - 17+ (violence & profanity),Boku no Hero Academia,"['Adaptation:', 'Prequel:', 'Side story:']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,TV,12
69,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.59,TV (13 eps),Apr 2015 - Jun 2015,"1,239,513",J.C.Staff,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",Light novel,PG-13 - Teens 13 or older,Sword Art Online,"['Adaptation:', 'Side story:', 'Sequel:', 'Summary:']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,13
70,Durarara!!,8.14,TV (24 eps),Jan 2010 - Jun 2010,"1,219,919",Brain's Base,"['Action', 'Mystery', 'Supernatural']",Light novel,R - 17+ (violence & profanity),Baccano!,"['Adaptation:', 'Side story:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,24
71,JoJo no Kimyou na Bouken (TV),7.96,TV (26 eps),Oct 2012 - Apr 2013,"1,221,435",David Production,"['Action', 'Adventure', 'Supernatural', 'Vampire', 'Shounen']",Manga,R - 17+ (violence & profanity),Hunter x Hunter (2011),"['Adaptation:', 'Alternative version:', 'Sequel:']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,26
72,Clannad,8.03,TV (23 eps),Oct 2007 - Mar 2008,"1,218,965",Kyoto Animation,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural', 'School']",Visual novel,PG-13 - Teens 13 or older,Kanon (2006),"['Adaptation:', 'Alternative version:', 'Alternative setting:', 'Sequel:']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,TV,23
73,Overlord,7.93,TV (13 eps),Jul 2015 - Sep 2015,"1,215,149",Madhouse,"['Action', 'Adventure', 'Fantasy', 'Supernatural', 'Game']",Light novel,R - 17+ (violence & profanity),Tensei shitara Slime Datta Ken,"['Adaptation:', 'Side story:', 'Summary:', 'Sequel:', 'Other:', 'Character:']",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,13
74,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.4,TV (12 eps),Jan 2019 - Mar 2019,"1,212,833",A-1 Pictures,"['Comedy', 'Romance', 'Psychological', 'School', 'Seinen']",Manga,PG-13 - Teens 13 or older,Karakai Jouzu no Takagi-san,"['Adaptation:', 'Sequel:', 'Other:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,TV,12
75,Noragami Aragoto,8.18,TV (13 eps),Oct 2015 - Dec 2015,"1,203,940",Bones,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",Manga,PG-13 - Teens 13 or older,Ao no Exorcist,"['Adaptation:', 'Prequel:', 'Side story:', 'Other:']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,13
76,Bakemonogatari,8.35,TV (15 eps),Jul 2009 - Jun 2010,"1,196,151",Shaft,"['Mystery', 'Romance', 'Supernatural', 'Vampire']",Light novel,R - 17+ (violence & profanity),Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"['Adaptation:', 'Summary:', 'Sequel:', 'Prequel:', 'Other:', 'Side story:']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,15
77,Kono Subarashii Sekai ni Shukufuku wo! 2,8.29,TV (10 eps),Jan 2017 - Mar 2017,"1,186,332",Studio Deen,"['Adventure', 'Comedy', 'Fantasy', 'Supernatural', 'Parody']",Light novel,PG-13 - Teens 13 or older,Kore wa Zombie Desu ka?,"['Adaptation:', 'Prequel:', 'Side story:', 'Sequel:']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,10
78,High School DxD,7.36,TV (12 eps),Jan 2012 - Mar 2012,"1,162,913",TNK,"['Comedy', 'Romance', 'Ecchi', 'Demons', 'Harem', 'School']",Light novel,R+ - Mild Nudity,Shinmai Maou no Testament,"['Adaptation:', 'Sequel:', 'Side story:']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
79,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.04,TV (13 eps),Apr 2013 - Jun 2013,"1,147,128",Brain's Base,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'School']",Light novel,PG-13 - Teens 13 or older,Hyouka,"['Adaptation:', 'Side story:', 'Sequel:']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,13
80,Tate no Yuusha no Nariagari,8.02,TV (25 eps),Jan 2019 - Jun 2019,"1,144,931",Kinema Citrus,"['Action', 'Adventure', 'Drama', 'Fantasy']",Light novel,PG-13 - Teens 13 or older,Arifureta Shokugyou de Sekai Saikyou,"['Adaptation:', 'Character:', 'Sequel:']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,25
81,Black Clover,8.05,TV (170 eps),Oct 2017 - Mar 2021,"1,145,349",Studio Pierrot,"['Action', 'Comedy', 'Fantasy', 'Shounen']",Manga,PG-13 - Teens 13 or older,Naruto,"['Adaptation:', 'Alternative version:', 'Side story:', 'Other:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,170
82,Chuunibyou demo Koi ga Shitai!,7.74,TV (12 eps),Oct 2012 - Dec 2012,"1,116,075",Kyoto Animation,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'School']",Light novel,PG-13 - Teens 13 or older,Suzumiya Haruhi no Yuuutsu,"['Adaptation:', 'Side story:', 'Sequel:', 'Summary:']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
83,Kakegurui,7.3,TV (12 eps),Jul 2017 - Sep 2017,"1,110,756",MAPPA,"['Drama', 'Mystery', 'Game', 'Psychological', 'School', 'Shounen']",Manga,R - 17+ (violence & profanity),No Game No Life,"['Adaptation:', 'Sequel:', 'Side story:']",0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,TV,12
84,Hyouka,8.12,TV (22 eps),Apr 2012 - Sep 2012,"1,106,619",Kyoto Animation,"['Mystery', 'Slice of Life', 'School']",Novel,PG-13 - Teens 13 or older,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"['Adaptation:', 'Side story:']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TV,22
85,Haikyuu!! Second Season,8.67,TV (25 eps),Oct 2015 - Mar 2016,"1,103,605",Production I.G,"['Comedy', 'Drama', 'Sports', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Diamond no Ace: Second Season,"['Adaptation:', 'Prequel:', 'Sequel:', 'Summary:', 'Side story:']",1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,25
86,Ansatsu Kyoushitsu 2nd Season,8.52,TV (25 eps),Jan 2016 - Jul 2016,"1,101,116",Lerche,"['Action', 'Comedy', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Great Teacher Onizuka,"['Adaptation:', 'Prequel:', 'Side story:', 'Other:', 'Summary:']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,25
87,Mahou Shoujo Madoka★Magica,8.36,TV (12 eps),Jan 2011 - Apr 2011,"1,072,935",Shaft,"['Drama', 'Suspense', 'Psychological']",Original,PG-13 - Teens 13 or older,Neon Genesis Evangelion,"['Adaptation:', 'Other:', 'Alternative version:', 'Sequel:']",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TV,12
88,Mob Psycho 100 II,8.82,TV (13 eps),Jan 2019 - Apr 2019,"1,069,390",Bones,"['Action', 'Comedy', 'Slice of Life', 'Supernatural']",Web manga,PG-13 - Teens 13 or older,Saiki Kusuo no Ψ-nan,"['Adaptation:', 'Prequel:', 'Side story:']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,13
89,Owari no Seraph,7.49,TV (12 eps),Apr 2015 - Jun 2015,"1,053,153",Wit Studio,"['Action', 'Drama', 'Supernatural', 'Military', 'Vampire', 'Shounen']",Manga,R - 17+ (violence & profanity),Shingeki no Kyojin,"['Adaptation:', 'Sequel:', 'Other:', 'Side story:', 'Summary:']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,12
90,Deadman Wonderland,7.19,TV (12 eps),Apr 2011 - Jul 2011,"1,053,222",Manglobe,"['Action', 'Horror', 'Sci-Fi', 'Supernatural', 'Shounen']",Manga,R - 17+ (violence & profanity),Mirai Nikki (TV),"['Adaptation:', 'Side story:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,TV,12
91,Guilty Crown,7.47,TV (22 eps),Oct 2011 - Mar 2012,"1,052,293",Production I.G,"['Action', 'Drama', 'Romance', 'Sci-Fi', 'Mecha', 'Super Power']",Original,R - 17+ (violence & profanity),Code Geass: Hangyaku no Lelouch,"['Adaptation:', 'Summary:', 'Prequel:', 'Side story:', 'Other:']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,TV,22
92,Sakura-sou no Pet na Kanojo,8.14,TV (24 eps),Oct 2012 - Mar 2013,"1,051,133",J.C.Staff,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'School']",Light novel,PG-13 - Teens 13 or older,Toradora!,['Adaptation:'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,24
93,Kaichou wa Maid-sama!,8.03,TV (26 eps),Apr 2010 - Sep 2010,"1,030,817",J.C.Staff,"['Comedy', 'Romance', 'School', 'Shoujo']",Manga,PG-13 - Teens 13 or older,Special A,"['Adaptation:', 'Side story:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,TV,26
94,Made in Abyss,8.7,TV (13 eps),Jul 2017 - Sep 2017,"1,017,167",Kinema Citrus,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",Web manga,R - 17+ (violence & profanity),Yakusoku no Neverland,"['Adaptation:', 'Sequel:', 'Summary:']",0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TV,13
95,Samurai Champloo,8.5,TV (26 eps),May 2004 - Mar 2005,"1,017,391",Manglobe,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",Original,R - 17+ (violence & profanity),Cowboy Bebop,['Adaptation:'],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,TV,26
96,Dragon Ball Z,8.15,TV (291 eps),Apr 1989 - Jan 1996,"1,015,943",Toei Animation,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Super Power', 'Shounen']",Manga,PG-13 - Teens 13 or older,Yuu☆Yuu☆Hakusho,"['Adaptation:', 'Prequel:', 'Sequel:', 'Side story:', 'Alternative version:', 'Character:', 'Other:']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,291
97,Clannad: After Story,8.95,TV (24 eps),Oct 2008 - Mar 2009,"1,012,938",Kyoto Animation,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural']",Visual novel,PG-13 - Teens 13 or older,Shigatsu wa Kimi no Uso,"['Alternative version:', 'Prequel:', 'Alternative setting:']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,24
98,Howl no Ugoku Shiro,8.66,Movie (1 eps),Nov 2004 - Nov 2004,"1,009,085",Studio Ghibli,"['Adventure', 'Drama', 'Fantasy', 'Romance']",Novel,G - All Ages,Sen to Chihiro no Kamikakushi,[],0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
99,Mononoke Hime,8.69,Movie (1 eps),Jul 1997 - Jul 1997,"1,002,002",Studio Ghibli,"['Action', 'Adventure', 'Fantasy']",Original,PG-13 - Teens 13 or older,Kaze no Tani no Nausicaä,[],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
100,Bungou Stray Dogs,7.81,TV (12 eps),Apr 2016 - Jun 2016,"995,620",Bones,"['Action', 'Comedy', 'Mystery', 'Supernatural', 'Super Power', 'Seinen']",Manga,R - 17+ (violence & profanity),Kekkai Sensen,"['Adaptation:', 'Sequel:', 'Other:']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,TV,12
101,Tensei shitara Slime Datta Ken,8.11,TV (24 eps),Oct 2018 - Mar 2019,"993,070",8bit,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Demons']",Manga,PG-13 - Teens 13 or older,Overlord,"['Adaptation:', 'Side story:', 'Sequel:', 'Summary:', 'Other:']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,24
102,Kuroshitsuji,7.7,TV (24 eps),Oct 2008 - Mar 2009,"990,251",A-1 Pictures,"['Action', 'Comedy', 'Mystery', 'Supernatural', 'Demons', 'Historical', 'Shounen']",Manga,R - 17+ (violence & profanity),Pandora Hearts,"['Adaptation:', 'Summary:', 'Sequel:', 'Side story:', 'Other:']",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,TV,24
103,Nisekoi,7.61,TV (20 eps),Jan 2014 - May 2014,"976,213",Shaft,"['Comedy', 'Romance', 'Harem', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Toradora!,"['Adaptation:', 'Sequel:', 'Other:']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,20
104,Kyoukai no Kanata,7.75,TV (12 eps),Oct 2013 - Dec 2013,"969,567",Kyoto Animation,"['Fantasy', 'Slice of Life', 'Supernatural']",Light novel,PG-13 - Teens 13 or older,Noragami,"['Adaptation:', 'Other:', 'Side story:', 'Prequel:', 'Summary:', 'Sequel:']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,12
105,Log Horizon,7.97,TV (25 eps),Oct 2013 - Mar 2014,"961,301",Satelight,"['Action', 'Adventure', 'Fantasy', 'Game']",Light novel,PG-13 - Teens 13 or older,Sword Art Online,"['Adaptation:', 'Summary:', 'Sequel:']",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,25
106,Kobayashi-san Chi no Maid Dragon,8.0,TV (13 eps),Jan 2017 - Apr 2017,"961,255",Kyoto Animation,"['Comedy', 'Fantasy', 'Slice of Life']",Manga,PG-13 - Teens 13 or older,Sewayaki Kitsune no Senko-san,"['Adaptation:', 'Other:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,13
107,Kuroko no Basket,8.1,TV (25 eps),Apr 2012 - Sep 2012,"958,434",Production I.G,"['Comedy', 'Sports', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Haikyuu!!,"['Adaptation:', 'Other:', 'Sequel:', 'Prequel:', 'Side story:', 'Summary:']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,25
108,Zankyou no Terror,8.11,TV (11 eps),Jul 2014 - Sep 2014,"941,221",MAPPA,"['Mystery', 'Suspense', 'Psychological']",Original,R - 17+ (violence & profanity),Death Note,[],0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TV,11
109,Ouran Koukou Host Club,8.18,TV (26 eps),Apr 2006 - Sep 2006,"939,949",Bones,"['Comedy', 'Romance', 'Harem', 'School', 'Shoujo']",Manga,PG-13 - Teens 13 or older,Special A,['Adaptation:'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,TV,26
110,Shokugeki no Souma: Ni no Sara,8.14,TV (13 eps),Jul 2016 - Sep 2016,"936,694",J.C.Staff,"['Gourmet', 'Ecchi', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Ben-To,"['Adaptation:', 'Prequel:', 'Sequel:']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,TV,13
111,Enen no Shouboutai,7.67,TV (24 eps),Jul 2019 - Dec 2019,"928,208",David Production,"['Action', 'Supernatural', 'Shounen']",Manga,PG-13 - Teens 13 or older,Boku no Hero Academia,"['Adaptation:', 'Sequel:', 'Other:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,24
112,Fate/Zero 2nd Season,8.58,TV (12 eps),Apr 2012 - Jun 2012,"922,391",ufotable,"['Action', 'Fantasy', 'Supernatural']",Light novel,R - 17+ (violence & profanity),Death Note,"['Adaptation:', 'Sequel:', 'Prequel:', 'Side story:']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,12
113,Vinland Saga,8.73,TV (24 eps),Jul 2019 - Dec 2019,"921,030",Wit Studio,"['Action', 'Adventure', 'Drama', 'Historical', 'Seinen']",Manga,R - 17+ (violence & profanity),Shingeki no Kyojin,"['Adaptation:', 'Other:', 'Sequel:']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,TV,24
114,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,8.81,TV (10 eps),Oct 2016 - Dec 2016,"917,032",Production I.G,"['Comedy', 'Drama', 'Sports', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Yuri!!! on Ice,"['Adaptation:', 'Prequel:', 'Summary:', 'Sequel:']",1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,10
